"date","number","street","tickets"
2014-09-08,1200,"India St",1
2014-09-08,1300,"India St",1
2014-09-08,700,"Kettner Blvd",1
2014-09-08,800,"Kettner Blvd",1
2014-09-08,1200,"Kettner Blvd",1
2014-09-08,3900,"Louisiana Ave",1
2014-09-08,4000,"Louisiana Ave",1
2014-09-08,4100,"Louisiana Ave",1
2014-09-08,4300,"Louisiana Ave",1
2014-09-08,4500,"Louisiana Ave",1
2014-09-08,1600,"Pentecost Way",1
2014-09-08,1300,"State St",1
2014-09-08,500,"Union St",1
2014-09-08,600,"Union St",1
2014-09-08,1300,"Union St",1
2014-09-09,1200,"10Th Ave",1
2014-09-09,1000,"15Th St",1
2014-09-09,5400,"55Th St",1
2014-09-09,1400,"B St",1
2014-09-09,700,"Beech St",1
2014-09-09,800,"Beech St",1
2014-09-09,2200,"C St",1
2014-09-09,5700,"Hardy Ave",1
2014-09-09,5500,"Lindo Paseo ",1
2014-09-09,5800,"Lindo Paseo ",1
2014-09-09,3900,"Louisiana Ave",1
2014-09-09,4000,"Louisiana Ave",1
2014-09-09,4300,"Louisiana Ave",1
2014-09-09,4500,"Louisiana Ave",1
2014-09-09,4600,"Louisiana Ave",1
2014-09-09,5500,"Montezuma Rd",1
2014-09-09,5600,"Montezuma Rd",1
2014-09-09,5700,"Montezuma Rd",1
2014-09-09,6200,"Montezuma Rd",1
2014-09-09,700,"Ocean Blvd",1
2014-09-09,600,"Union St",1
2014-09-10,800,"Beech St",1
2014-09-10,1000,"Columbia St",1
2014-09-10,1000,"India St",1
2014-09-10,1100,"India St",1
2014-09-11,700,"32Nd St",1
2014-09-11,100,"49Th St",1
2014-09-11,5400,"55Th St",1
2014-09-11,2400,"Avd De La Playa ",1
2014-09-11,8500,"Avd De Las Ondas ",1
2014-09-11,700,"Beech St",1
2014-09-11,800,"Beech St",1
2014-09-11,2200,"Calle Clara ",1
2014-09-11,2300,"Calle Corta ",1
2014-09-11,7900,"Calle De La Plata ",1
2014-09-11,8000,"Calle De La Plata ",1
2014-09-11,2100,"Calle Frescota ",1
2014-09-11,600,"Gloria St",1
2014-09-11,5600,"Hardy Ave",1
2014-09-11,1000,"India St",1
2014-09-11,5500,"Lindo Paseo ",1
2014-09-11,5600,"Lindo Paseo ",1
2014-09-11,5700,"Lindo Paseo ",1
2014-09-11,1900,"Market St",1
2014-09-11,5700,"Montezuma Rd",1
2014-09-11,7900,"Paseo Del Ocaso ",1
2014-09-11,8000,"Paseo Del Ocaso ",1
2014-09-11,8200,"Paseo Del Ocaso ",1
2014-09-11,8400,"Paseo Del Ocaso ",1
2014-09-11,1900,"Paseo Dorado ",1
2014-09-12,2600,"Bacon St",1
2014-09-12,1000,"India St",1
2014-09-12,500,"J St",1
2014-09-12,4600,"Ocean Blvd",1
2014-09-12,800,"San Fernando Pl",1
2014-09-12,500,"Union St",1
2014-09-12,600,"Union St",1
2014-09-15,4700,"Biona St",1
2014-09-15,4700,"Marlborough Ave",1
2014-09-15,900,"Mission Bay Dr",1
2014-09-15,2600,"Mission Blvd",1
2014-09-15,3100,"Mission Blvd",1
2014-09-15,3200,"Mission Blvd",1
2014-09-15,3300,"Mission Blvd",1
2014-09-15,3400,"Mission Blvd",1
2014-09-15,3500,"Mission Blvd",1
2014-09-15,3600,"Mission Blvd",1
2014-09-15,3700,"Mission Blvd",1
2014-09-15,3800,"Mission Blvd",1
2014-09-15,4700,"Mtn View Dr",1
2014-09-15,1600,"Pentecost Way",1
2014-09-15,700,"San Fernando Pl",1
2014-09-15,3400,"School St",1
2014-09-15,700,"Ventura Pl",1
2014-09-16,1000,"15Th St",1
2014-09-16,5400,"55Th St",1
2014-09-16,700,"Beech St",1
2014-09-16,800,"Beech St",1
2014-09-16,600,"Broadway Cir",1
2014-09-16,5700,"Hardy Ave",1
2014-09-16,600,"Island Ave",1
2014-09-16,5600,"Lindo Paseo ",1
2014-09-16,5700,"Lindo Paseo ",1
2014-09-16,5800,"Lindo Paseo ",1
2014-09-16,5500,"Montezuma Rd",1
2014-09-16,5700,"Montezuma Rd",1
2014-09-16,6100,"Montezuma Rd",1
2014-09-16,500,"Union St",1
2014-09-17,2800,"30Th St",1
2014-09-17,3900,"30Th St",1
2014-09-17,4000,"30Th St",1
2014-09-17,7500,"34Th St",1
2014-09-17,800,"Beech St",1
2014-09-17,4700,"Biona St",1
2014-09-17,4700,"Marlborough Ave",1
2014-09-17,4700,"Mountain Vw",1
2014-09-17,4700,"Mtn View Dr",1
2014-09-17,4700,"Terrance Dr",1
2014-09-18,1100,"10Th Ave",1
2014-09-18,1200,"10Th Ave",1
2014-09-18,400,"13Th St",1
2014-09-18,3000,"32Nd St",1
2014-09-18,5400,"55Th St",1
2014-09-18,1400,"8Th Ave",1
2014-09-18,1400,"9Th Ave",1
2014-09-18,7900,"Ave Alamar ",1
2014-09-18,2200,"Calle Frescota ",1
2014-09-18,400,"Columbia St",1
2014-09-18,700,"Date St",1
2014-09-18,500,"F St",1
2014-09-18,1100,"Grand Ave",1
2014-09-18,1200,"Grand Ave",1
2014-09-18,1400,"Grand Ave",1
2014-09-18,1500,"Grand Ave",1
2014-09-18,1700,"Grand Ave",1
2014-09-18,2100,"Grand Ave",1
2014-09-18,2200,"Grand Ave",1
2014-09-18,2600,"Grand Ave",1
2014-09-18,5500,"Hardy Ave",1
2014-09-18,5600,"Hardy Ave",1
2014-09-18,5700,"Hardy Ave",1
2014-09-18,1800,"India St",1
2014-09-18,5500,"Lindo Paseo ",1
2014-09-18,5600,"Lindo Paseo ",1
2014-09-18,2600,"Mission Blvd",1
2014-09-18,2700,"Mission Blvd",1
2014-09-18,3400,"Mission Blvd",1
2014-09-18,3500,"Mission Blvd",1
2014-09-18,3600,"Mission Blvd",1
2014-09-18,3800,"Mission Blvd",1
2014-09-18,3900,"Mission Blvd",1
2014-09-18,4000,"Mission Blvd",1
2014-09-18,5600,"Montezuma Rd",1
2014-09-18,5700,"Montezuma Rd",1
2014-09-18,100,"Newport Ave",1
2014-09-18,8000,"Paseo Del Ocaso ",1
2014-09-18,8100,"Paseo Del Ocaso ",1
2014-09-18,2100,"Paseo Dorado ",1
2014-09-18,2600,"Second Ave",1
2014-09-19,4900,"Bacon St",1
2014-09-19,1800,"Del Sur Blvd",1
2014-09-19,100,"J St",1
2014-09-19,500,"J St",1
2014-09-19,600,"J St",1
2014-09-19,900,"Kettner Blvd",1
2014-09-19,300,"Mission Blvd",1
2014-09-19,4600,"Ocean Blvd",1
2014-09-19,600,"Union St",1
2014-09-22,3100,"32Nd St",1
2014-09-22,3400,"35Th St",1
2014-09-22,200,"Ash St",1
2014-09-22,1200,"Broadway Mtr 1216 ",1
2014-09-22,1100,"Columbia St",1
2014-09-22,2800,"Howard Ave",1
2014-09-22,1100,"India St",1
2014-09-22,1200,"India St",1
2014-09-22,1300,"India St",1
2014-09-22,3100,"Kansas St",1
2014-09-22,3900,"Kansas St",1
2014-09-22,4000,"Kansas St",1
2014-09-22,4100,"Kansas St",1
2014-09-22,46834600,"Kansas St",1
2014-09-22,600,"Kettner Blvd",1
2014-09-22,800,"Kettner Blvd",1
2014-09-22,900,"Kettner Blvd",1
2014-09-22,2200,"Lincoln Ave",1
2014-09-22,2300,"Lincoln Ave",1
2014-09-22,2400,"Lincoln Ave",1
2014-09-22,3400,"Ohio St",1
2014-09-22,3900,"Ohio St",1
2014-09-22,1600,"Pentecost Way",1
2014-09-22,1800,"Polk Ave",1
2014-09-22,1900,"Polk Ave",1
2014-09-22,2000,"Polk Ave",1
2014-09-22,900,"State St",1
2014-09-22,1100,"State St",1
2014-09-22,600,"Union St",1
2014-09-22,3900,"Utah St",1
2014-09-23,4200," ",1
2014-09-23,1000,"15Th St",1
2014-09-23,100,"25Th St",1
2014-09-23,600,"30Th St",1
2014-09-23,5400,"55Th St",1
2014-09-23,800,"Beech St",1
2014-09-23,1600,"F St",1
2014-09-23,5700,"Hardy Ave",1
2014-09-23,1000,"India St",1
2014-09-23,5500,"Lindo Paseo ",1
2014-09-23,5600,"Lindo Paseo ",1
2014-09-23,5700,"Lindo Paseo ",1
2014-09-23,5900,"Lindo Paseo ",1
2014-09-23,5500,"Montezuma Rd",1
2014-09-23,5600,"Montezuma Rd",1
2014-09-23,5700,"Montezuma Rd",1
2014-09-23,3000,"Ohio St",1
2014-09-23,3800,"Wilson Ave",1
2014-09-24,1100,"A St",1
2014-09-24,1000,"India St",1
2014-09-24,900,"Kalmia St",1
2014-09-24,900,"Kettner Blvd",1
2014-09-24,500,"Union St",1
2014-09-24,1600,"Union St",1
2014-09-25,700,"10Th Ave",1
2014-09-25,800,"11Th Ave",1
2014-09-25,5400,"55Th St",1
2014-09-25,1200,"8Th Ave",1
2014-09-25,1300,"8Th Ave",1
2014-09-25,1400,"8Th Ave",1
2014-09-25,700,"Date St",1
2014-09-25,700,"G St",1
2014-09-25,800,"G St",1
2014-09-25,600,"Gloria St",1
2014-09-25,1100,"Grand Ave",1
2014-09-25,1200,"Grand Ave",1
2014-09-25,1300,"Grand Ave",1
2014-09-25,1400,"Grand Ave",1
2014-09-25,2600,"Grand Ave",1
2014-09-25,5500,"Hardy Ave",1
2014-09-25,5600,"Hardy Ave",1
2014-09-25,5700,"Hardy Ave",1
2014-09-25,5500,"Lindo Paseo ",1
2014-09-25,3200,"Mission Blvd",1
2014-09-25,3500,"Mission Blvd",1
2014-09-25,3600,"Mission Blvd",1
2014-09-25,3700,"Mission Blvd",1
2014-09-25,3800,"Mission Blvd",1
2014-09-25,3900,"Mission Blvd",1
2014-09-25,4000,"Mission Blvd",1
2014-09-25,5700,"Montezuma Rd",1
2014-09-25,1900,"Paseo Dorado ",1
2014-09-25,2100,"Paseo Dorado ",1
2014-09-26,1000,"Columbia St",1
2014-09-26,5700,"Mission Blvd",1
2014-09-26,4600,"Ocean Blvd",1
2014-09-26,1900,"Point Loma Blvd",1
2014-09-26,500,"Union St",1
2014-09-29,4400,"Adams Ave",1
2014-09-29,4500,"Adams Ave",1
2014-09-29,3900,"Boundary St",1
2014-09-29,3500,"Landis St",1
2014-09-29,4800,"Newport Ave",1
2014-09-29,4900,"Newport Ave",1
2014-09-29,1600,"Pentecost Way",1
2014-09-30,1100,"15Th St",1
2014-09-30,5400,"55Th St",1
2014-09-30,1300,"B St",1
2014-09-30,1400,"B St",1
2014-09-30,700,"Beech St",1
2014-09-30,800,"Beech St",1
2014-09-30,2200,"El Cajon Blvd",1
2014-09-30,2400,"El Cajon Blvd",1
2014-09-30,2800,"El Cajon Blvd",1
2014-09-30,3000,"El Cajon Blvd",1
2014-09-30,5900,"El Cajon Blvd",1
2014-09-30,6100,"El Cajon Blvd",1
2014-09-30,6300,"El Cajon Blvd",1
2014-09-30,6500,"El Cajon Blvd",1
2014-09-30,6700,"El Cajon Blvd",1
2014-09-30,7200,"El Cajon Blvd",1
2014-09-30,800,"F St",1
2014-09-30,900,"F St",1
2014-09-30,800,"G St",1
2014-09-30,1000,"Garnet Ave",1
2014-09-30,1800,"Garnet Ave",1
2014-09-30,2000,"Garnet Ave",1
2014-09-30,5700,"Hardy Ave",1
2014-09-30,5500,"Lindo Paseo ",1
2014-09-30,5800,"Lindo Paseo ",1
2014-09-30,5900,"Lindo Paseo ",1
2014-09-30,600,"State St",1
2014-09-30,500,"Union St",1
2014-09-30,2800,"University Ave",1
2014-09-30,100,"Washington St",1
2014-09-30,300,"Washington St",1
2014-09-30,800,"Washington St",1
2014-10-01,4000,4028,1
2014-10-01,500,"11Th Ave",1
2014-10-01,1200,"9Th Ave",1
2014-10-01,500,"E St",1
2014-10-01,1100,"E St",1
2014-10-01,1400,"Edge Cliff Dr",1
2014-10-01,1900,"Emerald St",1
2014-10-01,2000,"Emerald St",1
2014-10-01,2100,"Emerald St",1
2014-10-01,1900,"Felspar St",1
2014-10-01,2000,"Felspar St",1
2014-10-01,2100,"Felspar St",1
2014-10-01,700,"Ivy St",1
2014-10-01,1500,"La Cima Dr",1
2014-10-01,1600,"La Mancha Dr",1
2014-10-01,2100,"Missouri St",1
2014-10-01,4600,"Noyes St",1
2014-10-01,4700,"Noyes St",1
2014-10-01,4800,"Noyes St",1
2014-10-01,4500,"Olney St",1
2014-10-01,4600,"Olney St",1
2014-10-01,4700,"Olney St",1
2014-10-02,1200,"10Th Ave",1
2014-10-02,5400,"55Th St",1
2014-10-02,900,"8Th Ave",1
2014-10-02,1400,"8Th Ave",1
2014-10-02,1400,"9Th Ave",1
2014-10-02,800,"Ash St",1
2014-10-02,700,"Beech St",1
2014-10-02,800,"Beech St",1
2014-10-02,2200,"Calle Frescota ",1
2014-10-02,5500,"Hardy Ave",1
2014-10-02,5600,"Hardy Ave",1
2014-10-02,5700,"Hardy Ave",1
2014-10-02,4800,"Kendall St",1
2014-10-02,5500,"Lindo Paseo ",1
2014-10-02,5700,"Lindo Paseo ",1
2014-10-02,5800,"Lindo Paseo ",1
2014-10-02,5700,"Montezuma Rd",1
2014-10-02,1200,"Parker Pl",1
2014-10-02,7900,"Paseo Del Ocaso ",1
2014-10-02,8000,"Paseo Del Ocaso ",1
2014-10-02,7900,"Saint Louis Ter",1
2014-10-03,300,"11Th Ave",1
2014-10-03,1100,"India St",1
2014-10-06,4600,"Ocean Blvd",1
2014-10-06,1600,"Pentecost Way",1
2014-10-07,5400,"55Th St",1
2014-10-07,1300,"B St",1
2014-10-07,700,"Beech St",1
2014-10-07,800,"Beech St",1
2014-10-07,400,"E St",1
2014-10-07,500,"E St",1
2014-10-07,5700,"Hardy Ave",1
2014-10-07,1000,"India St",1
2014-10-07,5500,"Lindo Paseo ",1
2014-10-07,5600,"Montezuma Rd",1
2014-10-07,5700,"Montezuma Rd",1
2014-10-08,2800,"30Th St",1
2014-10-08,600,"E St",1
2014-10-08,1000,"G St",1
2014-10-09,100,"49Th St",1
2014-10-09,5400,"55Th St",1
2014-10-09,1400,"7Th Ave",1
2014-10-09,1400,"8Th Ave",1
2014-10-09,1400,"9Th Ave",1
2014-10-09,2100,"Avenida De La Ribera ",1
2014-10-09,8500,"Avenida De Las Ondas ",1
2014-10-09,800,"Beech St",1
2014-10-09,2200,"Calle Clara ",1
2014-10-09,8300,"Calle Del Cielo ",1
2014-10-09,2100,"Calle Frescota ",1
2014-10-09,2300,"Camino Del Collado ",1
2014-10-09,8100,"Camino Del Oro ",1
2014-10-09,8400,"Camino Del Oro ",1
2014-10-09,800,"G St",1
2014-10-09,600,"Gloria St",1
2014-10-09,5500,"Hardy Ave",1
2014-10-09,5600,"Hardy Ave",1
2014-10-09,5700,"Hardy Ave",1
2014-10-09,500,"J St",1
2014-10-09,900,"J St",1
2014-10-09,600,"K St",1
2014-10-09,900,"Kalmia St",1
2014-10-09,5500,"Lindo Paseo ",1
2014-10-09,5600,"Lindo Paseo ",1
2014-10-09,5800,"Lindo Paseo ",1
2014-10-09,5700,"Montezuma Rd",1
2014-10-09,7900,"Paseo Del Ocaso ",1
2014-10-09,8000,"Paseo Del Ocaso ",1
2014-10-09,8200,"Paseo Del Ocaso ",1
2014-10-09,8400,"Paseo Del Ocaso ",1
2014-10-09,1900,"Paseo Dorado ",1
2014-10-09,2000,"Paseo Dorado ",1
2014-10-09,2100,"Paseo Dorado ",1
2014-10-10,300,"11Th Ave",1
2014-10-10,1400,"15Th St",1
2014-10-10,600,"E St",1
2014-10-10,600,"Island Ave",1
2014-10-10,500,"J St",1
2014-10-10,4600,"Ocean Blvd",1
2014-10-13,3800," ",1
2014-10-13,1000,"13Thst ",1
2014-10-13,1000,"15Th St",1
2014-10-13,800,"16Thst ",1
2014-10-13,1300,"2Nd Ave",1
2014-10-13,300,"Ash St",1
2014-10-13,400,"Ash St",1
2014-10-13,500,"B St",1
2014-10-13,600,"B St",1
2014-10-13,1300,"B St",1
2014-10-13,1100,"Columbia St",1
2014-10-13,1200,"Columbia St",1
2014-10-13,1100,"India St",1
2014-10-13,1200,"India St",1
2014-10-13,1300,"India St",1
2014-10-13,1300,"Kettner Blvd",1
2014-10-13,3900,"Louisiana Ave",1
2014-10-13,4000,"Louisiana Ave",1
2014-10-13,4200,"Louisiana Ave",1
2014-10-13,4300,"Louisiana Ave",1
2014-10-13,4400,"Louisiana Ave",1
2014-10-13,4500,"Louisiana Ave",1
2014-10-13,4600,"Louisiana Ave",1
2014-10-13,1600,"Pentecost Way",1
2014-10-13,600,"State St",1
2014-10-13,700,"State St",1
2014-10-13,1300,"State St",1
2014-10-13,500,"Union St",1
2014-10-13,600,"Union St",1
2014-10-14,500,"14Thst ",1
2014-10-14,900,"14Thst ",1
2014-10-14,1000,"15Th St",1
2014-10-14,800,"16Thst ",1
2014-10-14,3900,"Louisiana Ave",1
2014-10-14,4000,"Louisiana Ave",1
2014-10-14,4100,"Louisiana Ave",1
2014-10-14,4300,"Louisiana Ave",1
2014-10-14,4400,"Louisiana Ave",1
2014-10-14,4500,"Louisiana Ave",1
2014-10-14,4600,"Louisiana Ave",1
2014-10-15,800,"Beech St",1
2014-10-15,700,"Date St",1
2014-10-15,600,"E St",1
2014-10-15,800,"G St",1
2014-10-15,4700,"Mtn Vw",1
2014-10-15,4700,"Terrace Dr",1
2014-10-16,1200,"10Th Ave",1
2014-10-16,500,"4Th Ave",1
2014-10-16,5400,"55Th St",1
2014-10-16,2100,"Ave De La Ribera ",1
2014-10-16,800,"Beech St",1
2014-10-16,700,"Broadway Cir",1
2014-10-16,2000,"C St",1
2014-10-16,2200,"Calle Frescota ",1
2014-10-16,400,"E St",1
2014-10-16,200,"G St",1
2014-10-16,5600,"Hardy Ave",1
2014-10-16,5700,"Hardy Ave",1
2014-10-16,500,"J St",1
2014-10-16,700,"Kettner Blvd",1
2014-10-16,800,"Kettner Blvd",1
2014-10-16,5600,"Lindo Paseo ",1
2014-10-16,400,"Market St",1
2014-10-16,2000,"Paseo Dorado ",1
2014-10-16,2100,"Paseo Dorado ",1
2014-10-16,2200,"Paseo Dorado ",1
2014-10-16,2400,"Paseo Dorado ",1
2014-10-16,800,"State St",1
2014-10-16,600,"Union St",1
2014-10-17,300,"11Th Ave",1
2014-10-17,1900,"Del Sur Blvd",1
2014-10-17,7500,"Eads Ave",1
2014-10-17,7600,"Eads Ave",1
2014-10-17,7700,"Eads Ave",1
2014-10-17,7800,"Eads Ave",1
2014-10-17,700,"Emerald St",1
2014-10-17,7800,"Girard Ave",1
2014-10-17,7900,"Girard Ave",1
2014-10-17,1000,"India St",1
2014-10-17,600,"Island Ave",1
2014-10-17,100,"J St",1
2014-10-17,4600,"Mission Blvd",1
2014-10-17,1100,"Prospect St",1
2014-10-17,1200,"Prospect St",1
2014-10-17,600,"State St",1
2014-10-17,500,"Union St",1
2014-10-20,900,"15Th St",1
2014-10-20,1000,"15Th St",1
2014-10-20,300,"63Rd St",1
2014-10-20,7000,"Akins Ave Tail In St",1
2014-10-20,200,"Ash St",1
2014-10-20,300,"Ash St",1
2014-10-20,500,"Ash St",1
2014-10-20,600,"E St",1
2014-10-20,8000,"Girard St",1
2014-10-20,900,"Island Ave",1
2014-10-20,4700,"Mtn View Dr",1
2014-10-20,1600,"Pentecost Way",1
2014-10-20,3400,"School St",1
2014-10-21,900,"14Thst ",1
2014-10-21,1000,"15Th St",1
2014-10-21,800,"16Thst ",1
2014-10-21,5400,"55Th St",1
2014-10-21,8400,"55Th St",1
2014-10-21,1300,"B St",1
2014-10-21,1400,"B St",1
2014-10-21,700,"Beech St",1
2014-10-21,800,"Beech St",1
2014-10-21,900,"Broadway Cir",1
2014-10-21,1400,"Broadway Mtr 1407 ",1
2014-10-21,2400,"Broadway Mtr 1407 ",1
2014-10-21,3600,"E St",1
2014-10-21,5500,"Hardy Ave",1
2014-10-21,5700,"Hardy Ave",1
2014-10-21,1500,"Island Ave",1
2014-10-21,5500,"Lindo Paseo ",1
2014-10-21,5600,"Lindo Paseo ",1
2014-10-21,5100,"Montezuma Pl",1
2014-10-21,5800,"Montezuma Rd",1
2014-10-21,400,"St Mtr 405 ",1
2014-10-21,500,"St Mtr 517 ",1
2014-10-21,600,"Union St",1
2014-10-21,3700,"University Ave",1
2014-10-22,3900,"30Th St",1
2014-10-22,-1,"6Th Ave",1
2014-10-22,1100,"A St",1
2014-10-22,6300,"El Cajon Blvd",1
2014-10-22,515100,"Muir Ave",1
2014-10-22,100,"University Ave",1
2014-10-22,500,"University Ave",1
2014-10-22,700,"University Ave",1
2014-10-22,1200,"University Ave",1
2014-10-22,1700,"University Ave",1
2014-10-22,2600,"University Ave",1
2014-10-22,2800,"University Ave",1
2014-10-22,6700,"University Ave",1
2014-10-22,400,"Washington St",1
2014-10-22,800,"Washington St",1
2014-10-23,1200,"10Th Ave",1
2014-10-23,3700,"32Nd St",1
2014-10-23,3500,"35Th St",1
2014-10-23,100,"49Th St",1
2014-10-23,5400,"55Th St",1
2014-10-23,1400,"7Th Ave",1
2014-10-23,900,"8Th Ave",1
2014-10-23,1400,"8Th Ave",1
2014-10-23,1400,"9Th Ave",1
2014-10-23,1100,"A St",1
2014-10-23,2300,"Avenida De La Playa ",1
2014-10-23,8400,"Avenida De Las Ondas ",1
2014-10-23,8500,"Avenida De Las Ondas ",1
2014-10-23,2300,"Calle De La Garza ",1
2014-10-23,7900,"Calle De La Plata ",1
2014-10-23,2300,"Calle Del Oro ",1
2014-10-23,2300,"Camino Del Collado ",1
2014-10-23,8100,"Camino Del Oro ",1
2014-10-23,8200,"Camino Del Oro ",1
2014-10-23,5500,"Hardy Ave",1
2014-10-23,5600,"Hardy Ave",1
2014-10-23,5700,"Hardy Ave",1
2014-10-23,5500,"Lindo Paseo ",1
2014-10-23,5600,"Lindo Paseo ",1
2014-10-23,5700,"Lindo Paseo ",1
2014-10-23,5800,"Lindo Paseo ",1
2014-10-23,5600,"Montezuma Rd",1
2014-10-23,5700,"Montezuma Rd",1
2014-10-23,8400,"Paseo Del Ocaso ",1
2014-10-23,1900,"Paseo Dorado ",1
2014-10-23,2000,"Paseo Dorado ",1
2014-10-23,2200,"Paseo Dorado ",1
2014-10-23,2300,"Paseo Dorado ",1
2014-10-23,600,"So Gloria St",1
2014-10-23,300,"So Willie James Jones Ave",1
2014-10-23,400,"So Willie James Jones Ave",1
2014-10-24,300,"11Th Ave",1
2014-10-24,500,"F St",1
2014-10-24,1100,"India St",1
2014-10-24,100,"J St",1
2014-10-24,800,"Kettner Blvd",1
2014-10-24,900,"Kettner Blvd",1
2014-10-27,1000,"15Th St",1
2014-10-27,-1,"17Th St",1
2014-10-27,1300,"B St",1
2014-10-27,1000,"Columbia St",1
2014-10-27,500,"E St",1
2014-10-27,1300,"India St",1
2014-10-27,600,"Island Ave",1
2014-10-27,900,"Kettner Blvd",1
2014-10-27,3200,"Mission Blvd",1
2014-10-27,3300,"Mission Blvd",1
2014-10-27,3400,"Mission Blvd",1
2014-10-27,3600,"Mission Blvd",1
2014-10-27,3700,"Mission Blvd",1
2014-10-27,3800,"Mission Blvd",1
2014-10-27,4600,"Ocean Blvd",1
2014-10-27,600,"State St",1
2014-10-27,700,"State St",1
2014-10-27,3400,"Swift Ave",1
2014-10-27,600,"Union St",1
2014-10-27,1300,"Union St",1
2014-10-27,700,"Ventura Pl",1
2014-10-28,-1,"17Th St",1
2014-10-28,5400,"55Th St",1
2014-10-28,1300,"B St",1
2014-10-28,800,"Beech St",1
2014-10-28,500,"E St",1
2014-10-28,5700,"Hardy Ave",1
2014-10-28,1500,"Island Ave",1
2014-10-28,800,"Kettner Blvd",1
2014-10-28,5500,"Lindo Paseo ",1
2014-10-28,5600,"Lindo Paseo ",1
2014-10-28,5800,"Lindo Paseo ",1
2014-10-28,3900,"Louisiana Ave",1
2014-10-28,4000,"Louisiana Ave",1
2014-10-28,4100,"Louisiana Ave",1
2014-10-28,4300,"Louisiana Ave",1
2014-10-28,4400,"Louisiana Ave",1
2014-10-28,4500,"Louisiana Ave",1
2014-10-28,4600,"Louisiana Ave",1
2014-10-28,5500,"Montezuma Rd",1
2014-10-28,5600,"Montezuma Rd",1
2014-10-28,5700,"Montezuma Rd",1
2014-10-28,6100,"Montezuma Rd",1
2014-10-29,800,"G St",1
2014-10-29,1000,"India St",1
2014-10-29,600,"San San Ysidro Blvd",1
2014-10-30,5400,"55Th St",1
2014-10-30,5400,"Hardy Ave",1
2014-10-30,5500,"Hardy Ave",1
2014-10-30,5600,"Hardy Ave",1
2014-10-30,5700,"Hardy Ave",1
2014-10-30,5500,"Lindo Paseo ",1
2014-10-30,5100,"Montezuma Pl",1
2014-10-30,5600,"Montezuma Rd",1
2014-10-30,5700,"Montezuma Rd",1
2014-10-31,300,"11Th Ave",1
2014-10-31,600,"E St",1
2014-10-31,700,"Emerald St",1
2014-10-31,500,"J St",1
2014-10-31,900,"Mission Bay Dr",1
2014-10-31,4600,"Ocean Blvd",1
2014-10-31,500,"Union St",1
2014-11-03,900,"15Th St",1
2014-11-03,1000,"15Th St",1
2014-11-03,1000,"3Rd Ave",1
2014-11-03,1200,"9Th Ave",1
2014-11-03,500,"A St",1
2014-11-03,300,"Ash St",1
2014-11-03,400,"Ash St",1
2014-11-03,500,"Ash St",1
2014-11-03,1300,"B St",1
2014-11-03,3900,"Boundary St",1
2014-11-03,6500,"Churchward St",1
2014-11-03,1200,"Columbia St",1
2014-11-03,1300,"Columbia St",1
2014-11-03,5500,"Creston St",1
2014-11-03,500,"E St",1
2014-11-03,900,"Elwwood Ave",1
2014-11-03,1100,"Elwwood Ave",1
2014-11-03,100,"F St",1
2014-11-03,300,"F St",1
2014-11-03,400,"F St",1
2014-11-03,500,"F St",1
2014-11-03,1600,"F St",1
2014-11-03,500,"Hilltop Dr",1
2014-11-03,1100,"India St",1
2014-11-03,1200,"India St",1
2014-11-03,1300,"India St",1
2014-11-03,100,"Island Ave",1
2014-11-03,200,"Island Ave",1
2014-11-03,500,"Island Ave",1
2014-11-03,800,"Island Ave",1
2014-11-03,900,"Island Ave",1
2014-11-03,1000,"Island Ave",1
2014-11-03,700,"Kettner Blvd",1
2014-11-03,53900,"Lenox Dr",1
2014-11-03,3100,"Lincoln Ave",1
2014-11-03,4900,"Lise St",1
2014-11-03,5000,"Lise St",1
2014-11-03,1600,"Pentecost Way",1
2014-11-03,5500,"San Onofre Ter",1
2014-11-03,5600,"San Onofre Ter",1
2014-11-03,900,"State St",1
2014-11-03,1300,"State St",1
2014-11-03,500,"Union St",1
2014-11-03,700,"Union St",1
2014-11-04,500,"11Th Ave",1
2014-11-04,1000,"15Th St",1
2014-11-04,1200,"3Rd Ave",1
2014-11-04,5400,"55Th St",1
2014-11-04,800,"A St",1
2014-11-04,600,"Ash St",1
2014-11-04,800,"Beech St",1
2014-11-04,900,"Broadway Cir",1
2014-11-04,500,"F St",1
2014-11-04,600,"F St",1
2014-11-04,5700,"Hardy Ave",1
2014-11-04,1000,"India St",1
2014-11-04,800,"Island Ave",1
2014-11-04,2200,"K St",1
2014-11-04,5500,"Lindo Paseo ",1
2014-11-04,5600,"Lindo Paseo ",1
2014-11-04,5600,"Montezuma Rd",1
2014-11-04,5700,"Montezuma Rd",1
2014-11-04,1000,"State St",1
2014-11-05,8800,"10Th Ave",1
2014-11-05,2800,"30Th St",1
2014-11-05,2800,"Fortuna Ave",1
2014-11-05,1800,"Hornblend St Tail In St",1
2014-11-05,1500,"La Cima Dr",1
2014-11-05,1700,"La Cima Dr",1
2014-11-05,300,"Morrell St",1
2014-11-05,3600,"Pt Loma Blvd",1
2014-11-05,4800,"Pt Loma Blvd",1
2014-11-05,4900,"Pt Loma Blvd",1
2014-11-05,5100,"Pt Loma Blvd",1
2014-11-05,300,"Sequoia St",1
2014-11-06,3200,3232,1
2014-11-06,800,"3Rd Ave",1
2014-11-06,5400,"55Th St",1
2014-11-06,5700,"55Th St",1
2014-11-06,1300,"9Th Ave",1
