"date","number","street","tickets"
2014-11-06,800,"A St",1
2014-11-06,800,"Beech St",1
2014-11-06,700,"Broadway Cir",1
2014-11-06,900,"Broadway Cir",1
2014-11-06,500,"E St",1
2014-11-06,800,"G St",1
2014-11-06,800,"Grape St",1
2014-11-06,5700,"Hardy Ave",1
2014-11-06,900,"Hawthorn St",1
2014-11-06,600,"J St",1
2014-11-06,700,"Juniper St",1
2014-11-06,5500,"Lindo Paseo ",1
2014-11-06,5600,"Lindo Paseo ",1
2014-11-06,5700,"Montezuma Rd",1
2014-11-06,1800,"Spindrift Dr",1
2014-11-06,1700,"State St",1
2014-11-06,1800,"State St",1
2014-11-06,500,"Union St",1
2014-11-06,7600,"Via Capri ",1
2014-11-07,300,"11Th Ave",1
2014-11-07,2400,"Poinsettia Dr",1
2014-11-07,800,"San Fernando Pl",1
2014-11-07,5100,"Saratoga Ave",1
2014-11-10,3000,"32Nd St",1
2014-11-10,4600,"34Th St",1
2014-11-10,3300,"Florida St",1
2014-11-10,4000,"Louisiana Ave",1
2014-11-10,4100,"Louisiana Ave",1
2014-11-10,4300,"Louisiana Ave",1
2014-11-10,4400,"Louisiana Ave",1
2014-11-10,4500,"Louisiana Ave",1
2014-11-10,4600,"Louisiana Ave",1
2014-11-10,4800,"Louisiana Ave",1
2014-11-10,4300,"Mtr 4303 ",1
2014-11-10,4300,"Mtr 4307 ",1
2014-11-10,4300,"Mtr 4309 ",1
2014-11-10,1600,"Pentecost Way",1
2014-11-12,500,"2Nd Ave",1
2014-11-12,600,"2Nd Ave",1
2014-11-12,1000,"India St",1
2014-11-12,500,"Union St",1
2014-11-13,100,"49Th St",1
2014-11-13,300,"4Th Ave",1
2014-11-13,5400,"55Th St",1
2014-11-13,2400,"Avenida De La Playa ",1
2014-11-13,100,"Beech St",1
2014-11-13,700,"Beech St",1
2014-11-13,800,"Beech St",1
2014-11-13,700,"Broadway Cir",1
2014-11-13,900,"Broadway Cir",1
2014-11-13,8000,"Calle De La Plata ",1
2014-11-13,800,"Cedar St",1
2014-11-13,700,"Fir St",1
2014-11-13,1100,"Front St",1
2014-11-13,800,"G St",1
2014-11-13,1000,"G St",1
2014-11-13,600,"Gloria St",1
2014-11-13,800,"Grape St",1
2014-11-13,5600,"Hardy Ave",1
2014-11-13,5700,"Hardy Ave",1
2014-11-13,900,"Hawthorn St",1
2014-11-13,4100,"Howard Ave",1
2014-11-13,600,"India St",1
2014-11-13,600,"Island Ave",1
2014-11-13,300,"J St",1
2014-11-13,400,"J St",1
2014-11-13,1500,"J St",1
2014-11-13,800,"Juniper St",1
2014-11-13,900,"Juniper St",1
2014-11-13,500,"K St",1
2014-11-13,600,"K St",1
2014-11-13,900,"Kalmia St",1
2014-11-13,5500,"Lindo Paseo ",1
2014-11-13,5600,"Lindo Paseo ",1
2014-11-13,100,"Market St",1
2014-11-13,5600,"Montezuma Rd",1
2014-11-13,5700,"Montezuma Rd",1
2014-11-13,8400,"Paseo Del Ocaso ",1
2014-11-13,2000,"Paseo Dorado ",1
2014-11-13,2100,"Paseo Dorado ",1
2014-11-13,2300,"Paseo Dorado ",1
2014-11-13,600,"State St",1
2014-11-13,1800,"State St",1
2014-11-13,700,"Union St",1
2014-11-14,300,"11Th Ave",1
2014-11-14,900,"9Th Ave",1
2014-11-14,1100,"A St",1
2014-11-14,700,"Emerald St",1
2014-11-14,1100,"India St",1
2014-11-14,600,"Island Ave",1
2014-11-14,100,"J St",1
2014-11-14,200,"So Ada St",1
2014-11-14,300,"So Ada St",1
2014-11-17,1000,"15Th St",1
2014-11-17,-1,"17Th St",1
2014-11-17,300,"17Th St",1
2014-11-17,500,"2Nd Ave",1
2014-11-17,1400,"8Th Ave",1
2014-11-17,1400,"9Th Ave",1
2014-11-17,4700,"Arziona St",1
2014-11-17,1000,"C St",1
2014-11-17,500,"F St",1
2014-11-17,1100,"India St",1
2014-11-17,800,"Island Ave",1
2014-11-17,800,"Kettner Blvd",1
2014-11-17,5000,"Meade Ave",1
2014-11-17,4700,"Mtn Vw",1
2014-11-17,4600,"Ocean Blvd",1
2014-11-17,1600,"Pentecost Way",1
2014-11-17,700,"San Fernando Pl",1
2014-11-17,600,"State St",1
2014-11-17,500,"Union St",1
2014-11-17,600,"Union St",1
2014-11-17,6800,"Wunderlin ",1
2014-11-18,1000,"15Th St",1
2014-11-18,100,"30Th St",1
2014-11-18,5400,"55Th St",1
2014-11-18,1300,"B St",1
2014-11-18,1400,"B St",1
2014-11-18,800,"Beech St",1
2014-11-18,900,"Broadway Cir",1
2014-11-18,500,"E St",1
2014-11-18,1000,"E St",1
2014-11-18,5500,"Hardy Ave",1
2014-11-18,5700,"Hardy Ave",1
2014-11-18,600,"Island Ave",1
2014-11-18,800,"Island Ave",1
2014-11-18,5500,"Lindo Paseo ",1
2014-11-18,5600,"Lindo Paseo ",1
2014-11-18,5700,"Lindo Paseo ",1
2014-11-18,5800,"Lindo Paseo ",1
2014-11-18,5600,"Montezuma Rd",1
2014-11-18,5700,"Montezuma Rd",1
2014-11-19,4600,"30Th St",1
2014-11-19,4700,"36Th St",1
2014-11-19,100,"6Th Ave",1
2014-11-19,100,"G St",1
2014-11-19,4700,"Hamilton St",1
2014-11-19,600,"Island Ave",1
2014-11-19,4700,"Mansfield ",1
2014-11-19,4700,"Marlborough Ave",1
2014-11-19,-1,"Terrace Dr",1
2014-11-20,1200,"10Th Ave",1
2014-11-20,5400,"55Th St",1
2014-11-20,3900,"Boundary St",1
2014-11-20,2200,"C St",1
2014-11-20,8000,"Calle Del Cielo ",1
2014-11-20,2300,"Calle Del Oro ",1
2014-11-20,2500,"Calle Del Oro ",1
2014-11-20,2600,"Calle Del Oro ",1
2014-11-20,400,"E St",1
2014-11-20,5500,"Hardy Ave",1
2014-11-20,5700,"Hardy Ave",1
2014-11-20,5600,"Lindo Paseo ",1
2014-11-20,5700,"Lindo Paseo ",1
2014-11-20,5800,"Lindo Paseo ",1
2014-11-20,1800,"Market St",1
2014-11-20,2200,"Market St",1
2014-11-20,5600,"Montezuma Rd",1
2014-11-20,5700,"Montezuma Rd",1
2014-11-20,8400,"Paseo Del Ocaso ",1
2014-11-20,2200,"Paseo Dorado ",1
2014-11-20,2300,"Paseo Dorado ",1
2014-11-20,8400,"Whalewatch ",1
2014-11-21,300,"11Th Ave",1
2014-11-21,800,"J St",1
2014-11-24,2200,"Avenida Ce La Playa ",1
2014-11-24,900,"Kettner Blvd",1
2014-11-24,963600,"Orange Ave",1
2014-11-24,1600,"Pentecost Way",1
2014-11-24,700,"Seventh Ave",1
2014-11-24,800,"Seventh Ave",1
2014-11-24,500,"Sixth Ave",1
2014-11-24,600,"Sixth Ave",1
2014-11-24,700,"Sixth Ave",1
2014-11-24,1300,"Union St",1
2014-11-25,1000,"15Th St",1
2014-11-25,5400,"55Th St",1
2014-11-25,800,"Beech St",1
2014-11-25,900,"Broadway Cir",1
2014-11-25,1000,"E St",1
2014-11-25,5400,"Hardy Ave",1
2014-11-25,5700,"Hardy Ave",1
2014-11-25,5500,"Lindo Paseo ",1
2014-11-25,5600,"Lindo Paseo ",1
2014-11-25,5700,"Lindo Paseo ",1
2014-11-25,5800,"Lindo Paseo ",1
2014-11-25,5500,"Montezuma Rd",1
2014-11-25,5700,"Montezuma Rd",1
2014-11-25,4400,"Oregon St",1
2014-11-25,600,"Seventh Ave",1
2014-11-25,500,"Sixth Ave",1
2014-11-25,700,"Sixth Ave",1
2014-11-25,800,"Sixth Ave",1
2014-11-25,600,"Union St",1
2014-11-26,1400,"9Th Ave",1
2014-11-26,5100,"Abbott St",1
2014-11-26,500,"Eighth Ave",1
2014-11-26,600,"Eighth Ave",1
2014-11-26,400,"Elm Ave",1
2014-11-26,800,"G St",1
2014-11-26,800,"Island Ave",1
2014-12-01,1000,"15Th St",1
2014-12-01,3200,"Bramsom Pl",1
2014-12-01,7600,"Eads Ave",1
2014-12-01,7700,"Eads Ave",1
2014-12-01,7800,"Eads Ave",1
2014-12-01,500,"F St",1
2014-12-01,700,"Felspar St",1
2014-12-01,500,"Island Ave",1
2014-12-01,800,"Island Ave",1
2014-12-01,3100,"Midway Dr",1
2014-12-01,4600,"Mission Blvd",1
2014-12-01,4700,"Mission Blvd",1
2014-12-01,4800,"Mission Blvd",1
2014-12-01,5300,"Naranja St",1
2014-12-01,5000,"Palin ",1
2014-12-01,5000,"Palin Ave",1
2014-12-01,1600,"Pentecost Way",1
2014-12-01,1200,"Prospect St",1
2014-12-01,700,"Selma Pl",1
2014-12-01,1100,"So Willie James Jones Ave",1
2014-12-01,600,"Union St",1
2014-12-02,1000,"15Th St",1
2014-12-02,-1,"17Th St",1
2014-12-02,1200,"25Th St",1
2014-12-02,200,"28Th St",1
2014-12-02,5400,"55Th St",1
2014-12-02,900,"Broadway Cir",1
2014-12-02,5500,"Hardy Ave",1
2014-12-02,2800,"Imperial Ave",1
2014-12-02,2900,"Imperial Ave",1
2014-12-02,3000,"Imperial Ave",1
2014-12-02,5500,"Lindo Paseo ",1
2014-12-02,5600,"Lindo Paseo ",1
2014-12-02,1800,"Market St",1
2014-12-02,2000,"Market St",1
2014-12-02,2200,"Market St",1
2014-12-02,2600,"Market St",1
2014-12-02,5600,"Montezuma Rd",1
2014-12-05,300,"11Th Ave",1
2014-12-05,400,"11Th Ave",1
2014-12-05,700,"4175 Msn",1
2014-12-05,7500,"Eads Ave",1
2014-12-05,7700,"Eads Ave",1
2014-12-05,7800,"Eads Ave",1
2014-12-05,700,"Emerald St",1
2014-12-05,700,"Felspar St",1
2014-12-05,700,"Fifth Ave",1
2014-12-05,1000,"Fifth Ave",1
2014-12-05,300,"Fourth Ave",1
2014-12-05,700,"Fourth Ave",1
2014-12-05,1100,"Girard Ave",1
2014-12-05,7600,"Girard Ave",1
2014-12-05,100,"J St",1
2014-12-05,700,"Market St",1
2014-12-05,4700,"Mission Blvd",1
2014-12-05,4900,"Mission Blvd",1
2014-12-05,5000,"Mission Blvd",1
2014-12-05,4600,"Ocean Blvd",1
2014-12-05,1100,"Prospect St",1
2014-12-05,1200,"Prospect St",1
2014-12-05,700,"Reed Ave",1
2014-12-05,500,"Sixth Ave",1
2014-12-05,600,"Union St",1
2014-12-08,-1," St",1
2014-12-08,600,"15Th St",1
2014-12-08,1000,"15Th St",1
2014-12-08,1400,"8Th Ave",1
2014-12-08,1000,"9Th Ave",1
2014-12-08,1400,"Broadway ",1
2014-12-08,1400,"C St",1
2014-12-08,1300,"Eighth Ave",1
2014-12-08,1400,"Eighth Ave",1
2014-12-08,600,"Eleventh Ave",1
2014-12-08,800,"Eleventh Ave",1
2014-12-08,7600,"Girard Ave",1
2014-12-08,800,"Island Ave",1
2014-12-08,900,"Island Ave",1
2014-12-08,1100,"Island Ave",1
2014-12-08,3900,"Louisiana Ave",1
2014-12-08,4000,"Louisiana Ave",1
2014-12-08,4200,"Louisiana Ave",1
2014-12-08,4400,"Louisiana Ave",1
2014-12-08,4500,"Louisiana Ave",1
2014-12-08,4600,"Louisiana Ave",1
2014-12-08,3100,"Midway Dr",1
2014-12-08,3200,"Midway Dr",1
2014-12-08,700,"Ninth Ave",1
2014-12-08,900,"Ninth Ave",1
2014-12-08,1100,"Ninth Ave",1
2014-12-08,1300,"Ninth Ave",1
2014-12-08,800,"Seventh Ave",1
2014-12-08,500,"Tenth Ave",1
2014-12-09,-1," St",1
2014-12-09,2400,"25Th St",1
2014-12-09,5400,"55Th St",1
2014-12-09,800,"Beech St",1
2014-12-09,500,"E St",1
2014-12-09,900,"F St",1
2014-12-09,1600,"F St",1
2014-12-09,5400,"Hardy Ave",1
2014-12-09,5700,"Hardy Ave",1
2014-12-09,800,"Island Ave",1
2014-12-09,5500,"Lindo Paseo ",1
2014-12-09,5600,"Lindo Paseo ",1
2014-12-09,5800,"Lindo Paseo ",1
2014-12-09,3900,"Louisiana Ave",1
2014-12-09,4000,"Louisiana Ave",1
2014-12-09,4300,"Louisiana Ave",1
2014-12-09,4400,"Louisiana Ave",1
2014-12-09,4500,"Louisiana Ave",1
2014-12-09,4600,"Louisiana Ave",1
2014-12-09,5500,"Montezuma Rd",1
2014-12-09,5700,"Montezuma Rd",1
2014-12-09,5800,"Paseo Lindo ",1
2014-12-09,600,"Union St",1
2014-12-10,1000,"Columbia St",1
2014-12-10,1100,"Eighth Ave",1
2014-12-10,7100,"El Cajon Blvd",1
2014-12-10,500,"Eleventh Ave",1
2014-12-10,800,"Fifth Ave",1
2014-12-10,900,"Kettner Blvd",1
2014-12-10,1000,"Ninth Ave",1
2014-12-10,500,"Seventh Ave",1
2014-12-10,600,"Seventh Ave",1
2014-12-10,700,"Sixth Ave",1
2014-12-10,600,"Union St",1
2014-12-11,100,"49Th St",1
2014-12-11,5400,"55Th St",1
2014-12-11,2300,"Avenida De La Playa ",1
2014-12-11,2400,"Avenida De La Playa ",1
2014-12-11,242400,"Broadway ",1
2014-12-11,8000,"Calle De La Plata ",1
2014-12-11,2200,"Camino De Collado ",1
2014-12-11,600,"Gloria St",1
2014-12-11,5600,"Hardy Ave",1
2014-12-11,5700,"Hardy Ave",1
2014-12-11,600,"J St",1
2014-12-11,5500,"Lindo Paseo ",1
2014-12-11,5600,"Lindo Paseo ",1
2014-12-11,5700,"Lindo Paseo ",1
2014-12-11,5800,"Lindo Paseo ",1
2014-12-11,5100,"Montezuma Pl",1
2014-12-11,700,"Ninth Ave",1
2014-12-11,800,"Ninth Ave",1
2014-12-11,1300,"Ninth Ave",1
2014-12-11,2200,"Paseo Dorado ",1
2014-12-11,2300,"Paseo Dorado ",1
2014-12-11,500,"Seventh Ave",1
2014-12-11,900,"Seventh Ave",1
2014-12-11,600,"Sixth Ave",1
2014-12-11,7900,"Spindrift Dr",1
2014-12-11,500,"Tenth Ave",1
2014-12-12,300,"11Th Ave",1
2014-12-12,100,"14Th St",1
2014-12-12,400,"2Nd Ave",1
2014-12-12,500,"2Nd Ave",1
2014-12-12,600,"3Rd Ave",1
2014-12-12,1100,"E St",1
2014-12-12,1100,"Girard Ave",1
2014-12-12,1000,"India St",1
2014-12-12,700,"Island Ave",1
2014-12-12,100,"J St",1
2014-12-12,400,"K St",1
2014-12-12,100,"Market St",1
2014-12-12,800,"Market St",1
2014-12-12,4600,"Ocean Blvd",1
2014-12-12,500,"Park Blvd",1
2014-12-12,600,"Union St",1
2014-12-15,1000,"15Th St",1
2014-12-15,700,"59Th St",1
2014-12-15,2200,"Avenida De La Playa ",1
2014-12-15,1300,"B St",1
2014-12-15,1400,"E St",1
2014-12-15,900,"F St",1
2014-12-15,1000,"F St",1
2014-12-15,500,"Fergus ",1
2014-12-15,600,"Iona ",1
2014-12-15,700,"Iona ",1
2014-12-15,800,"Iona ",1
2014-12-15,800,"Merlin ",1
2014-12-15,900,"Merlin ",1
2014-12-15,3100,"Midway St",1
2014-12-15,4700,"Mtn View Dr",1
2014-12-15,4600,"Ocean Blvd",1
2014-12-15,1200,"Wren ",1
2014-12-16,1000,"15Th St",1
2014-12-16,-1,"17Th St",1
2014-12-16,5400,"55Th St",1
2014-12-16,1400,"B St",1
2014-12-16,800,"Beech St",1
2014-12-16,5700,"Hardy Ave",1
2014-12-16,600,"Island Ave",1
2014-12-16,5500,"Lindo Paseo ",1
2014-12-16,5600,"Lindo Paseo ",1
2014-12-16,5700,"Lindo Paseo ",1
2014-12-16,5800,"Lindo Paseo ",1
2014-12-16,5500,"Montezuma Rd",1
2014-12-16,5700,"Montezuma Rd",1
2014-12-16,6100,"Montezuma Rd",1
2014-12-16,6200,"Montezuma Rd",1
2014-12-16,600,"Union St",1
2014-12-18,500,"25Th St",1
2014-12-18,100,"30Th St",1
2014-12-18,200,"30Th St",1
2014-12-18,300,"30Th St",1
2014-12-18,400,"30Th St",1
2014-12-18,500,"30Th St",1
2014-12-18,3000,"32Nd St",1
2014-12-18,4100,"40Th St",1
2014-12-18,3900,"7Th Ave",1
2014-12-18,2600,"Ardath St",1
2014-12-18,8400,"Avd De La Ondas ",1
2014-12-18,8500,"Avd De La Ondas ",1
2014-12-18,3900,"Boundary St",1
2014-12-18,2000,"C St",1
2014-12-18,2500,"Calle Del Oro ",1
2014-12-18,2200,"Calle Frescota ",1
2014-12-18,5500,"Hardy Ave",1
2014-12-18,5600,"Hardy Ave",1
2014-12-18,5700,"Hardy Ave",1
2014-12-18,2200,"Hidden Valley Ct",1
2014-12-18,3100,"Howard Ave",1
2014-12-18,400,"Island Ave",1
2014-12-18,700,"Ivy St",1
2014-12-18,900,"J St",1
2014-12-18,900,"Kalmia St",1
2014-12-18,7100,"La Jolla Scenic Dr",1
2014-12-18,3400,"Orange Ave",1
2014-12-18,3500,"Orange Ave",1
2014-12-18,3600,"Orange Ave",1
2014-12-18,8000,"Paseo Del Ocaso ",1
2014-12-18,8300,"Paseo Del Ocaso ",1
2014-12-18,8400,"Paseo Del Ocaso ",1
2014-12-18,2200,"Paseo Dorado ",1
2014-12-18,2300,"Paseo Dorado ",1
2014-12-18,2200,"State St",1
2014-12-18,8100,"Vallecitos ",1
2014-12-19,300,"11Th Ave",1
2014-12-19,400,"11Th Ave",1
2014-12-19,1200,"4Th Ave",1
2014-12-19,1300,"4Th Ave",1
2014-12-19,1400,"9Th Ave",1
2014-12-19,1600,"Del Sur Blvd",1
2014-12-19,1700,"Del Sur Blvd",1
2014-12-19,1900,"Del Sur Blvd",1
2014-12-19,1900,"Glass Ct",1
2014-12-19,500,"Island Ave",1
2014-12-19,100,"J St",1
2014-12-19,900,"Mission Bay Dr",1
2014-12-19,2600,"Mission Blvd",1
2014-12-19,3400,"Mission Blvd",1
2014-12-19,3500,"Mission Blvd",1
2014-12-19,3600,"Mission Blvd",1
2014-12-19,400,"Ninth Ave",1
2014-12-19,1900,"Raedel Ct",1
2014-12-19,500,"Union St",1
2014-12-19,600,"Union St",1
2014-12-19,5100,"Voltaire St",1
2014-12-22,1000,"15Th St",1
2014-12-22,-1,"17Th St",1
2014-12-22,1100,"A St",1
2014-12-22,4700,"Castle ",1
2014-12-22,1300,"Columbia St",1
2014-12-22,600,"E St",1
2014-12-22,1100,"E St",1
2014-12-22,8700,"Emerald St",1
2014-12-22,800,"F St",1
2014-12-22,4700,"Lantana ",1
2014-12-22,4900,"Lantana ",1
2014-12-22,3900,"Louisiana Ave",1
2014-12-22,4000,"Louisiana Ave",1
2014-12-22,4100,"Louisiana Ave",1
2014-12-22,4300,"Louisiana Ave",1
2014-12-22,4400,"Louisiana Ave",1
2014-12-22,4600,"Louisiana Ave",1
2014-12-22,5600,"Mississippi St",1
2014-12-22,4600,"Ocean Blvd",1
2014-12-22,1600,"Pentecost Way",1
2014-12-22,700,"San Fernando Pl",1
2014-12-23,1200,"10Th Ave",1
2014-12-23,1000,"15Th St",1
2014-12-23,-1,"17Th St",1
2014-12-23,400,"2Nd Ave",1
2014-12-23,5400,"55Th St",1
2014-12-23,1300,"B St",1
2014-12-23,1400,"B St",1
2014-12-23,500,"E St",1
2014-12-23,5500,"Lindo Paseo ",1
2014-12-23,5600,"Lindo Paseo ",1
2014-12-23,5800,"Lindo Paseo ",1
2014-12-23,3900,"Louisiana Ave",1
2014-12-23,4000,"Louisiana Ave",1
2014-12-23,4100,"Louisiana Ave",1
2014-12-23,4300,"Louisiana Ave",1
2014-12-23,4400,"Louisiana Ave",1
2014-12-23,500,"State St",1
2014-12-23,600,"Union St",1
2014-12-24,1800,"Adams Ave",1
2014-12-24,1900,"Adams Ave",1
2014-12-24,2100,"Adams Ave",1
2014-12-24,2400,"Adams Ave",1
2014-12-24,2800,"Adams Ave",1
2014-12-24,2900,"Adams Ave",1
2014-12-24,3100,"Adams Ave",1
2014-12-24,3200,"Adams Ave",1
2014-12-24,3300,"Adams Ave",1
2014-12-24,3400,"Adams Ave",1
2014-12-24,3600,"Adams Ave",1
2014-12-24,3700,"Adams Ave",1
2014-12-24,4200,"Adams Ave",1
2014-12-24,5600,"El Cajon Blvd",1
2014-12-24,5800,"El Cajon Blvd",1
2014-12-24,6300,"El Cajon Blvd",1
2014-12-24,6700,"El Cajon Blvd",1
2014-12-24,100,"San Ysidro Blvd",1
2014-12-24,400,"San Ysidro Blvd",1
2014-12-24,600,"San Ysidro Blvd",1
2014-12-24,1700,"State St",1
2014-12-24,6500,"University Ave",1
2014-12-24,6600,"University Ave",1
2014-12-24,6700,"University Ave",1
2014-12-24,300,"Washington St",1
2014-12-24,600,"Washington St",1
2014-12-29,-1,"17Th St",1
2014-12-29,300,"17Th St",1
2014-12-29,3500,"35Th St",1
2014-12-29,1300,"5Th Ave",1
2014-12-29,400,"Ash St",1
2014-12-29,500,"Ash St",1
2014-12-29,1300,"B St",1
2014-12-29,1800,"Broadway ",1
2014-12-29,1000,"Columbia St",1
2014-12-29,1100,"Columbia St",1
2014-12-29,1300,"Columbia St",1
2014-12-29,500,"F St",1
2014-12-29,1200,"India St",1
2014-12-29,1300,"India St",1
2014-12-29,1500,"Island Ave",1
2014-12-29,700,"Kettner Blvd",1
2014-12-29,800,"Kettner Blvd",1
2014-12-29,900,"Kettner Blvd",1
2014-12-29,1300,"State St",1
2014-12-29,500,"Union St",1
2014-12-30,1200,"10Th Ave",1
2014-12-30,1000,"15Th St",1
2014-12-30,600,"25Th St",1
2014-12-30,900,"28Th St",1
2014-12-30,1100,"28Th St",1
2014-12-30,5400,"55Th St",1
2014-12-30,800,"7Th Ave",1
2014-12-30,1200,"9Th Ave",1
2014-12-30,1300,"9Th Ave",1
2014-12-30,1100,"A St",1
2014-12-30,500,"B St",1
2014-12-30,600,"B St",1
2014-12-30,1300,"B St",1
2014-12-30,1400,"B St",1
2014-12-30,800,"Beech St",1
2014-12-30,1000,"E St",1
2014-12-30,500,"F St",1
2014-12-30,900,"F St",1
2014-12-30,5500,"Hardy Ave",1
2014-12-30,1000,"India St",1
2014-12-30,1100,"India St",1
2014-12-30,600,"Island Ave",1
2014-12-30,700,"Kettner Blvd",1
2014-12-30,5500,"Lindo Paseo ",1
2014-12-30,5600,"Lindo Paseo ",1
2014-12-30,5600,"Montezuma Rd",1
2014-12-30,5700,"Montezuma Rd",1
2014-12-30,500,"Union St",1
2015-01-05,900,"15Th St",1
2015-01-05,383800,"35Th St",1
2015-01-05,3100,"40Th St",1
2015-01-05,900,"9Th Ave",1
2015-01-05,1000,"9Th Ave",1
2015-01-05,1100,"9Th Ave",1
2015-01-05,1500,"E St",1
2015-01-05,1500,"Island Ave",1
2015-01-05,2700,"Mission Ave",1
2015-01-05,2800,"Mission Ave",1
2015-01-05,1000,"Seventh Ave",1
2015-01-05,1300,"Seventh Ave",1
2015-01-05,800,"Sixth Ave",1
2015-01-05,600,"Union St",1
2015-01-06,5400,"55Th St",1
2015-01-06,2100,"El Cajon Blvd",1
2015-01-06,2800,"El Cajon Blvd",1
2015-01-06,2900,"El Cajon Blvd",1
2015-01-06,5800,"El Cajon Blvd",1
2015-01-06,5900,"El Cajon Blvd",1
2015-01-06,6200,"El Cajon Blvd",1
2015-01-06,6500,"El Cajon Blvd",1
2015-01-06,500,"F St",1
2015-01-06,800,"G St",1
2015-01-06,5500,"Hardy Ave",1
2015-01-06,700,"Kettner Blvd",1
2015-01-06,5500,"Lindo Paseo ",1
2015-01-06,5600,"Lindo Paseo ",1
2015-01-06,5600,"Montezuma Rd",1
2015-01-06,5700,"Montezuma Rd",1
2015-01-06,3100,"University Ave",1
2015-01-06,6800,"University Ave",1
2015-01-06,400,"Washington St",1
2015-01-06,800,"Washington St",1
2015-01-08,3000,"32Nd St",1
2015-01-08,5400,"55Th St",1
2015-01-08,4200,"Bramson Pl",1
2015-01-08,700,"Fifth Ave",1
2015-01-08,800,"Fifth Ave",1
2015-01-08,900,"Fourth Ave",1
2015-01-08,5600,"Hardy Ave",1
2015-01-08,5500,"Lindo Paseo ",1
2015-01-08,5600,"Lindo Paseo ",1
2015-01-08,5700,"Lindo Paseo ",1
2015-01-08,5600,"Montezuma Rd",1
2015-01-08,5700,"Montezuma Rd",1
2015-01-08,500,"Seventh Ave",1
2015-01-08,800,"Seventh Ave",1
2015-01-08,500,"Sixth Ave",1
2015-01-08,500,"Third Ave",1
2015-01-09,300,"11Th Ave",1
2015-01-09,400,"9Th Ave",1
2015-01-09,900,"Mission Bay Dr",1
2015-01-09,2600,"Mission Blvd",1
2015-01-09,2700,"Mission Blvd",1
2015-01-09,2800,"Mission Blvd",1
2015-01-09,2900,"Mission Blvd",1
2015-01-09,3100,"Mission Blvd",1
2015-01-09,3200,"Mission Blvd",1
2015-01-09,3300,"Mission Blvd",1
2015-01-09,3400,"Mission Blvd",1
2015-01-09,3600,"Mission Blvd",1
2015-01-09,3700,"Mission Blvd",1
2015-01-09,3800,"Mission Blvd",1
2015-01-09,3900,"Mission Blvd",1
2015-01-09,800,"San Fernando Pl",1
2015-01-11,1700,"Quivira Rd",1
2015-01-12,3900,"32Nd St",1
2015-01-12,4100,"32Nd St",1
2015-01-12,4100,"40Th St",1
2015-01-12,3300,"Adams Ave",1
2015-01-12,3700,"Adams Ave",1
2015-01-12,4100,"Adams Ave",1
2015-01-12,3200,"Bramson Pl",1
2015-01-12,3300,"Orange Ave",1
2015-01-12,3400,"Orange Ave",1
2015-01-12,3500,"Orange Ave",1
2015-01-12,3600,"Orange Ave",1
2015-01-12,3700,"Orange Ave",1
2015-01-12,4000,"Orange Ave",1
2015-01-12,4200,"Orange Ave",1
2015-01-12,4400,"Orange Ave",1
2015-01-12,4500,"Orange Ave",1
2015-01-12,4800,"Orange Ave",1
2015-01-12,5000,"Orange Ave",1
2015-01-12,2900,"San Fernando Pl",1
2015-01-12,3400,"Wightman St",1
2015-01-13,1100,"10Th Ave",1
2015-01-13,5400,"55Th St",1
2015-01-13,4400,"Alabama St",1
2015-01-13,4500,"Alabama St",1
2015-01-13,4600,"Alabama St",1
2015-01-13,400,"B St",1
2015-01-13,500,"B St",1
2015-01-13,600,"B St",1
2015-01-13,3700,"Copeland Ave",1
2015-01-13,3800,"Copeland Ave",1
2015-01-13,700,"Fifth Ave",1
2015-01-13,4500,"Florida St",1
2015-01-13,4600,"Florida St",1
2015-01-13,4500,"Georgia St",1
2015-01-13,4600,"Georgia St",1
2015-01-13,2500,"Hamilton St",1
2015-01-13,5700,"Hardy Ave",1
2015-01-13,400,"Idaho St",1
2015-01-13,600,"Island Ave",1
2015-01-13,500,"Lindo Paseo ",1
2015-01-13,5600,"Lindo Paseo ",1
2015-01-13,3900,"Louisiana Ave",1
2015-01-13,4500,"Louisiana St",1
2015-01-13,1800,"Madison Ave",1
2015-01-13,2000,"Madison Ave",1
2015-01-13,2100,"Madison Ave",1
2015-01-13,1900,"Meade Ave",1
2015-01-13,2200,"Meade Ave",1
2015-01-13,1800,"Mission Ave",1
2015-01-13,1900,"Mission Ave",1
2015-01-13,4400,"Mississippi St",1
2015-01-13,4500,"Mississippi St",1
2015-01-13,4600,"Mississippi St",1
2015-01-13,1800,"Monroe Ave",1
2015-01-13,1900,"Monroe Ave",1
2015-01-13,2100,"Monroe Ave",1
2015-01-13,5600,"Montezuma Rd",1
2015-01-13,5700,"Montezuma Rd",1
2015-01-13,400,"Ohio St",1
2015-01-13,600,"Seventh Ave",1
2015-01-13,800,"Seventh Ave",1
2015-01-13,600,"Sixth Ave",1
2015-01-13,800,"Sixth Ave",1
2015-01-13,900,"Sixth Ave",1
2015-01-13,1000,"Sixth Ave",1
2015-01-14,1000,"Fifth Ave",1
2015-01-14,500,"Seventh Ave",1
2015-01-14,800,"Seventh Ave",1
2015-01-14,700,"Sixth Ave",1
2015-01-14,900,"Sixth Ave",1
2015-01-14,900,"St Mtr 908 ",1
2015-01-14,500,"Third Ave",1
2015-01-14,600,"Union St",1
2015-01-15,200,"25Th St",1
2015-01-15,500,"28Th St",1
