table,position,source_header,dest_header,datatype,valuetype,start,width,size,summary,description
b08513,70,b08513033_m90,b08513033_m90,str,,,,,,
b08513,71,b08513034,b08513034,str,,,,,,
b08513,72,b08513034_m90,b08513034_m90,str,,,,,,
b08513,73,b08513035,b08513035,str,,,,,,
b08513,74,b08513035_m90,b08513035_m90,str,,,,,,
b08513,75,b08513036,b08513036,str,,,,,,
b08513,76,b08513036_m90,b08513036_m90,str,,,,,,
b08513,77,b08513037,b08513037,str,,,,,,
b08513,78,b08513037_m90,b08513037_m90,str,,,,,,
b08513,79,b08513038,b08513038,str,,,,,,
b08513,80,b08513038_m90,b08513038_m90,str,,,,,,
b08513,81,b08513039,b08513039,str,,,,,,
b08513,82,b08513039_m90,b08513039_m90,str,,,,,,
b08513,83,b08513040,b08513040,str,,,,,,
b08513,84,b08513040_m90,b08513040_m90,str,,,,,,
b08513,85,b08513041,b08513041,str,,,,,,
b08513,86,b08513041_m90,b08513041_m90,str,,,,,,
b08513,87,b08513042,b08513042,str,,,,,,
b08513,88,b08513042_m90,b08513042_m90,str,,,,,,
b08513,89,b08513043,b08513043,str,,,,,,
b08513,90,b08513043_m90,b08513043_m90,str,,,,,,
b08513,91,b08513044,b08513044,str,,,,,,
b08513,92,b08513044_m90,b08513044_m90,str,,,,,,
b08513,93,b08513045,b08513045,str,,,,,,
b08513,94,b08513045_m90,b08513045_m90,str,,,,,,
b08513,95,b08513046,b08513046,str,,,,,,
b08513,96,b08513046_m90,b08513046_m90,str,,,,,,
b08513,97,b08513047,b08513047,str,,,,,,
b08513,98,b08513047_m90,b08513047_m90,str,,,,,,
b08513,99,b08513048,b08513048,str,,,,,,
b08513,100,b08513048_m90,b08513048_m90,str,,,,,,
b08513,101,b08513049,b08513049,str,,,,,,
b08513,102,b08513049_m90,b08513049_m90,str,,,,,,
b08513,103,b08513050,b08513050,str,,,,,,
b08513,104,b08513050_m90,b08513050_m90,str,,,,,,
b08513,105,b08513051,b08513051,str,,,,,,
b08513,106,b08513051_m90,b08513051_m90,str,,,,,,
b08513,107,b08513052,b08513052,str,,,,,,
b08513,108,b08513052_m90,b08513052_m90,str,,,,,,
b08513,109,b08513053,b08513053,str,,,,,,
b08513,110,b08513053_m90,b08513053_m90,str,,,,,,
b08513,111,b08513054,b08513054,str,,,,,,
b08513,112,b08513054_m90,b08513054_m90,str,,,,,,
b08513,113,b08513055,b08513055,str,,,,,,
b08513,114,b08513055_m90,b08513055_m90,str,,,,,,
b08513,115,b08513056,b08513056,str,,,,,,
b08513,116,b08513056_m90,b08513056_m90,str,,,,,,
b08519,1,stusab,stusab,str,,,,,,
b08519,2,chariter,chariter,int,,,,,,
b08519,3,sequence,sequence,int,,,,,,
b08519,4,logrecno,logrecno,int,,,,,,
b08519,5,b08519001,b08519001,str,,,,,,
b08519,6,b08519001_m90,b08519001_m90,str,,,,,,
b08519,7,b08519002,b08519002,str,,,,,,
b08519,8,b08519002_m90,b08519002_m90,str,,,,,,
b08519,9,b08519003,b08519003,str,,,,,,
b08519,10,b08519003_m90,b08519003_m90,str,,,,,,
b08519,11,b08519004,b08519004,str,,,,,,
b08519,12,b08519004_m90,b08519004_m90,str,,,,,,
b08519,13,b08519005,b08519005,str,,,,,,
b08519,14,b08519005_m90,b08519005_m90,str,,,,,,
b08519,15,b08519006,b08519006,str,,,,,,
b08519,16,b08519006_m90,b08519006_m90,str,,,,,,
b08519,17,b08519007,b08519007,str,,,,,,
b08519,18,b08519007_m90,b08519007_m90,str,,,,,,
b08519,19,b08519008,b08519008,str,,,,,,
b08519,20,b08519008_m90,b08519008_m90,str,,,,,,
b08519,21,b08519009,b08519009,str,,,,,,
b08519,22,b08519009_m90,b08519009_m90,str,,,,,,
b08519,23,b08519010,b08519010,str,,,,,,
b08519,24,b08519010_m90,b08519010_m90,str,,,,,,
b08519,25,b08519011,b08519011,str,,,,,,
b08519,26,b08519011_m90,b08519011_m90,str,,,,,,
b08519,27,b08519012,b08519012,str,,,,,,
b08519,28,b08519012_m90,b08519012_m90,str,,,,,,
b08519,29,b08519013,b08519013,str,,,,,,
b08519,30,b08519013_m90,b08519013_m90,str,,,,,,
b08519,31,b08519014,b08519014,str,,,,,,
b08519,32,b08519014_m90,b08519014_m90,str,,,,,,
b08519,33,b08519015,b08519015,str,,,,,,
b08519,34,b08519015_m90,b08519015_m90,str,,,,,,
b08519,35,b08519016,b08519016,str,,,,,,
b08519,36,b08519016_m90,b08519016_m90,str,,,,,,
b08519,37,b08519017,b08519017,str,,,,,,
b08519,38,b08519017_m90,b08519017_m90,str,,,,,,
b08519,39,b08519018,b08519018,str,,,,,,
b08519,40,b08519018_m90,b08519018_m90,str,,,,,,
b08519,41,b08519019,b08519019,str,,,,,,
b08519,42,b08519019_m90,b08519019_m90,str,,,,,,
b08519,43,b08519020,b08519020,str,,,,,,
b08519,44,b08519020_m90,b08519020_m90,str,,,,,,
b08519,45,b08519021,b08519021,str,,,,,,
b08519,46,b08519021_m90,b08519021_m90,str,,,,,,
b08519,47,b08519022,b08519022,str,,,,,,
b08519,48,b08519022_m90,b08519022_m90,str,,,,,,
b08519,49,b08519023,b08519023,str,,,,,,
b08519,50,b08519023_m90,b08519023_m90,str,,,,,,
b08519,51,b08519024,b08519024,str,,,,,,
b08519,52,b08519024_m90,b08519024_m90,str,,,,,,
b08519,53,b08519025,b08519025,str,,,,,,
b08519,54,b08519025_m90,b08519025_m90,str,,,,,,
b08519,55,b08519026,b08519026,str,,,,,,
b08519,56,b08519026_m90,b08519026_m90,str,,,,,,
b08519,57,b08519027,b08519027,str,,,,,,
b08519,58,b08519027_m90,b08519027_m90,str,,,,,,
b08519,59,b08519028,b08519028,str,,,,,,
b08519,60,b08519028_m90,b08519028_m90,str,,,,,,
b08519,61,b08519029,b08519029,str,,,,,,
b08519,62,b08519029_m90,b08519029_m90,str,,,,,,
b08519,63,b08519030,b08519030,str,,,,,,
b08519,64,b08519030_m90,b08519030_m90,str,,,,,,
b08519,65,b08519031,b08519031,str,,,,,,
b08519,66,b08519031_m90,b08519031_m90,str,,,,,,
b08519,67,b08519032,b08519032,str,,,,,,
b08519,68,b08519032_m90,b08519032_m90,str,,,,,,
b08519,69,b08519033,b08519033,str,,,,,,
b08519,70,b08519033_m90,b08519033_m90,str,,,,,,
b08519,71,b08519034,b08519034,str,,,,,,
b08519,72,b08519034_m90,b08519034_m90,str,,,,,,
b08519,73,b08519035,b08519035,str,,,,,,
b08519,74,b08519035_m90,b08519035_m90,str,,,,,,
b08519,75,b08519036,b08519036,str,,,,,,
b08519,76,b08519036_m90,b08519036_m90,str,,,,,,
b08519,77,b08519037,b08519037,str,,,,,,
b08519,78,b08519037_m90,b08519037_m90,str,,,,,,
b08519,79,b08519038,b08519038,str,,,,,,
b08519,80,b08519038_m90,b08519038_m90,str,,,,,,
b08519,81,b08519039,b08519039,str,,,,,,
b08519,82,b08519039_m90,b08519039_m90,str,,,,,,
b08519,83,b08519040,b08519040,str,,,,,,
b08519,84,b08519040_m90,b08519040_m90,str,,,,,,
b08519,85,b08519041,b08519041,str,,,,,,
b08519,86,b08519041_m90,b08519041_m90,str,,,,,,
b08519,87,b08519042,b08519042,str,,,,,,
b08519,88,b08519042_m90,b08519042_m90,str,,,,,,
b08519,89,b08519043,b08519043,str,,,,,,
b08519,90,b08519043_m90,b08519043_m90,str,,,,,,
b08519,91,b08519044,b08519044,str,,,,,,
b08519,92,b08519044_m90,b08519044_m90,str,,,,,,
b08519,93,b08519045,b08519045,str,,,,,,
b08519,94,b08519045_m90,b08519045_m90,str,,,,,,
b08519,95,b08519046,b08519046,str,,,,,,
b08519,96,b08519046_m90,b08519046_m90,str,,,,,,
b08519,97,b08519047,b08519047,str,,,,,,
b08519,98,b08519047_m90,b08519047_m90,str,,,,,,
b08519,99,b08519048,b08519048,str,,,,,,
b08519,100,b08519048_m90,b08519048_m90,str,,,,,,
b08519,101,b08519049,b08519049,str,,,,,,
b08519,102,b08519049_m90,b08519049_m90,str,,,,,,
b08519,103,b08519050,b08519050,str,,,,,,
b08519,104,b08519050_m90,b08519050_m90,str,,,,,,
b08519,105,b08519051,b08519051,str,,,,,,
b08519,106,b08519051_m90,b08519051_m90,str,,,,,,
b08519,107,b08519052,b08519052,str,,,,,,
b08519,108,b08519052_m90,b08519052_m90,str,,,,,,
b08519,109,b08519053,b08519053,str,,,,,,
b08519,110,b08519053_m90,b08519053_m90,str,,,,,,
b08519,111,b08519054,b08519054,str,,,,,,
b08519,112,b08519054_m90,b08519054_m90,str,,,,,,
b08519,113,b08519055,b08519055,str,,,,,,
b08519,114,b08519055_m90,b08519055_m90,str,,,,,,
b08519,115,b08519056,b08519056,str,,,,,,
b08519,116,b08519056_m90,b08519056_m90,str,,,,,,
b08519,117,b08519057,b08519057,str,,,,,,
b08519,118,b08519057_m90,b08519057_m90,str,,,,,,
b08519,119,b08519058,b08519058,str,,,,,,
b08519,120,b08519058_m90,b08519058_m90,str,,,,,,
b08519,121,b08519059,b08519059,str,,,,,,
b08519,122,b08519059_m90,b08519059_m90,str,,,,,,
b08519,123,b08519060,b08519060,str,,,,,,
b08519,124,b08519060_m90,b08519060_m90,str,,,,,,
b08519,125,b08519061,b08519061,str,,,,,,
b08519,126,b08519061_m90,b08519061_m90,str,,,,,,
b08519,127,b08519062,b08519062,str,,,,,,
b08519,128,b08519062_m90,b08519062_m90,str,,,,,,
b08519,129,b08519063,b08519063,str,,,,,,
b08519,130,b08519063_m90,b08519063_m90,str,,,,,,
b08521,1,stusab,stusab,str,,,,,,
b08521,2,chariter,chariter,int,,,,,,
b08521,3,sequence,sequence,int,,,,,,
b08521,4,logrecno,logrecno,int,,,,,,
b08521,5,b08521001,b08521001,str,,,,,,
b08521,6,b08521001_m90,b08521001_m90,str,,,,,,
b08521,7,b08521002,b08521002,str,,,,,,
b08521,8,b08521002_m90,b08521002_m90,str,,,,,,
b08521,9,b08521003,b08521003,str,,,,,,
b08521,10,b08521003_m90,b08521003_m90,str,,,,,,
b08521,11,b08521004,b08521004,str,,,,,,
b08521,12,b08521004_m90,b08521004_m90,str,,,,,,
b08521,13,b08521005,b08521005,str,,,,,,
b08521,14,b08521005_m90,b08521005_m90,str,,,,,,
b08521,15,b08521006,b08521006,str,,,,,,
b08521,16,b08521006_m90,b08521006_m90,str,,,,,,
b08521,17,b08521007,b08521007,str,,,,,,
b08521,18,b08521007_m90,b08521007_m90,str,,,,,,
b08522,1,stusab,stusab,str,,,,,,
b08522,2,chariter,chariter,int,,,,,,
b08522,3,sequence,sequence,int,,,,,,
b08522,4,logrecno,logrecno,int,,,,,,
b08522,5,b08522001,b08522001,str,,,,,,
b08522,6,b08522001_m90,b08522001_m90,str,,,,,,
b08522,7,b08522002,b08522002,str,,,,,,
b08522,8,b08522002_m90,b08522002_m90,str,,,,,,
b08522,9,b08522003,b08522003,str,,,,,,
b08522,10,b08522003_m90,b08522003_m90,str,,,,,,
b08522,11,b08522004,b08522004,str,,,,,,
b08522,12,b08522004_m90,b08522004_m90,str,,,,,,
b08522,13,b08522005,b08522005,str,,,,,,
b08522,14,b08522005_m90,b08522005_m90,str,,,,,,
b08522,15,b08522006,b08522006,str,,,,,,
b08522,16,b08522006_m90,b08522006_m90,str,,,,,,
b08522,17,b08522007,b08522007,str,,,,,,
b08522,18,b08522007_m90,b08522007_m90,str,,,,,,
b08522,19,b08522008,b08522008,str,,,,,,
b08522,20,b08522008_m90,b08522008_m90,str,,,,,,
b08522,21,b08522009,b08522009,str,,,,,,
b08522,22,b08522009_m90,b08522009_m90,str,,,,,,
b08522,23,b08522010,b08522010,str,,,,,,
b08522,24,b08522010_m90,b08522010_m90,str,,,,,,
b08522,25,b08522011,b08522011,str,,,,,,
b08522,26,b08522011_m90,b08522011_m90,str,,,,,,
b08522,27,b08522012,b08522012,str,,,,,,
b08522,28,b08522012_m90,b08522012_m90,str,,,,,,
b08522,29,b08522013,b08522013,str,,,,,,
b08522,30,b08522013_m90,b08522013_m90,str,,,,,,
b08522,31,b08522014,b08522014,str,,,,,,
b08522,32,b08522014_m90,b08522014_m90,str,,,,,,
b08522,33,b08522015,b08522015,str,,,,,,
b08522,34,b08522015_m90,b08522015_m90,str,,,,,,
b08522,35,b08522016,b08522016,str,,,,,,
b08522,36,b08522016_m90,b08522016_m90,str,,,,,,
b08522,37,b08522017,b08522017,str,,,,,,
b08522,38,b08522017_m90,b08522017_m90,str,,,,,,
b08522,39,b08522018,b08522018,str,,,,,,
b08522,40,b08522018_m90,b08522018_m90,str,,,,,,
b08522,41,b08522019,b08522019,str,,,,,,
b08522,42,b08522019_m90,b08522019_m90,str,,,,,,
b08522,43,b08522020,b08522020,str,,,,,,
b08522,44,b08522020_m90,b08522020_m90,str,,,,,,
b08522,45,b08522021,b08522021,str,,,,,,
b08522,46,b08522021_m90,b08522021_m90,str,,,,,,
b08522,47,b08522022,b08522022,str,,,,,,
b08522,48,b08522022_m90,b08522022_m90,str,,,,,,
b08522,49,b08522023,b08522023,str,,,,,,
b08522,50,b08522023_m90,b08522023_m90,str,,,,,,
b08522,51,b08522024,b08522024,str,,,,,,
b08522,52,b08522024_m90,b08522024_m90,str,,,,,,
b08522,53,b08522025,b08522025,str,,,,,,
b08522,54,b08522025_m90,b08522025_m90,str,,,,,,
b08522,55,b08522026,b08522026,str,,,,,,
b08522,56,b08522026_m90,b08522026_m90,str,,,,,,
b08522,57,b08522027,b08522027,str,,,,,,
b08522,58,b08522027_m90,b08522027_m90,str,,,,,,
b08522,59,b08522028,b08522028,str,,,,,,
b08522,60,b08522028_m90,b08522028_m90,str,,,,,,
b08524,1,stusab,stusab,str,,,,,,
b08524,2,chariter,chariter,int,,,,,,
b08524,3,sequence,sequence,int,,,,,,
b08524,4,logrecno,logrecno,int,,,,,,
b08524,5,b08524001,b08524001,str,,,,,,
b08524,6,b08524001_m90,b08524001_m90,str,,,,,,
b08524,7,b08524002,b08524002,str,,,,,,
b08524,8,b08524002_m90,b08524002_m90,str,,,,,,
b08524,9,b08524003,b08524003,str,,,,,,
b08524,10,b08524003_m90,b08524003_m90,str,,,,,,
b08524,11,b08524004,b08524004,str,,,,,,
b08524,12,b08524004_m90,b08524004_m90,str,,,,,,
b08524,13,b08524005,b08524005,str,,,,,,
b08524,14,b08524005_m90,b08524005_m90,str,,,,,,
b08524,15,b08524006,b08524006,str,,,,,,
b08524,16,b08524006_m90,b08524006_m90,str,,,,,,
b08524,17,b08524007,b08524007,str,,,,,,
b08524,18,b08524007_m90,b08524007_m90,str,,,,,,
b08524,19,b08524008,b08524008,str,,,,,,
b08524,20,b08524008_m90,b08524008_m90,str,,,,,,
b08524,21,b08524009,b08524009,str,,,,,,
b08524,22,b08524009_m90,b08524009_m90,str,,,,,,
b08524,23,b08524010,b08524010,str,,,,,,
b08524,24,b08524010_m90,b08524010_m90,str,,,,,,
b08524,25,b08524011,b08524011,str,,,,,,
b08524,26,b08524011_m90,b08524011_m90,str,,,,,,
b08524,27,b08524012,b08524012,str,,,,,,
b08524,28,b08524012_m90,b08524012_m90,str,,,,,,
b08524,29,b08524013,b08524013,str,,,,,,
b08524,30,b08524013_m90,b08524013_m90,str,,,,,,
b08524,31,b08524014,b08524014,str,,,,,,
b08524,32,b08524014_m90,b08524014_m90,str,,,,,,
b08524,33,b08524015,b08524015,str,,,,,,
b08524,34,b08524015_m90,b08524015_m90,str,,,,,,
b08524,35,b08524016,b08524016,str,,,,,,
b08524,36,b08524016_m90,b08524016_m90,str,,,,,,
b08524,37,b08524017,b08524017,str,,,,,,
b08524,38,b08524017_m90,b08524017_m90,str,,,,,,
b08524,39,b08524018,b08524018,str,,,,,,
b08524,40,b08524018_m90,b08524018_m90,str,,,,,,
b08524,41,b08524019,b08524019,str,,,,,,
b08524,42,b08524019_m90,b08524019_m90,str,,,,,,
b08524,43,b08524020,b08524020,str,,,,,,
b08524,44,b08524020_m90,b08524020_m90,str,,,,,,
b08524,45,b08524021,b08524021,str,,,,,,
b08524,46,b08524021_m90,b08524021_m90,str,,,,,,
b08524,47,b08524022,b08524022,str,,,,,,
b08524,48,b08524022_m90,b08524022_m90,str,,,,,,
b08524,49,b08524023,b08524023,str,,,,,,
b08524,50,b08524023_m90,b08524023_m90,str,,,,,,
b08524,51,b08524024,b08524024,str,,,,,,
b08524,52,b08524024_m90,b08524024_m90,str,,,,,,
b08524,53,b08524025,b08524025,str,,,,,,
b08524,54,b08524025_m90,b08524025_m90,str,,,,,,
b08524,55,b08524026,b08524026,str,,,,,,
b08524,56,b08524026_m90,b08524026_m90,str,,,,,,
b08524,57,b08524027,b08524027,str,,,,,,
b08524,58,b08524027_m90,b08524027_m90,str,,,,,,
b08524,59,b08524028,b08524028,str,,,,,,
b08524,60,b08524028_m90,b08524028_m90,str,,,,,,
b08524,61,b08524029,b08524029,str,,,,,,
b08524,62,b08524029_m90,b08524029_m90,str,,,,,,
b08524,63,b08524030,b08524030,str,,,,,,
b08524,64,b08524030_m90,b08524030_m90,str,,,,,,
b08524,65,b08524031,b08524031,str,,,,,,
b08524,66,b08524031_m90,b08524031_m90,str,,,,,,
b08524,67,b08524032,b08524032,str,,,,,,
b08524,68,b08524032_m90,b08524032_m90,str,,,,,,
b08524,69,b08524033,b08524033,str,,,,,,
b08524,70,b08524033_m90,b08524033_m90,str,,,,,,
b08524,71,b08524034,b08524034,str,,,,,,
b08524,72,b08524034_m90,b08524034_m90,str,,,,,,
b08524,73,b08524035,b08524035,str,,,,,,
b08524,74,b08524035_m90,b08524035_m90,str,,,,,,
b08524,75,b08524036,b08524036,str,,,,,,
b08524,76,b08524036_m90,b08524036_m90,str,,,,,,
b08524,77,b08524037,b08524037,str,,,,,,
b08524,78,b08524037_m90,b08524037_m90,str,,,,,,
b08524,79,b08524038,b08524038,str,,,,,,
b08524,80,b08524038_m90,b08524038_m90,str,,,,,,
b08524,81,b08524039,b08524039,str,,,,,,
b08524,82,b08524039_m90,b08524039_m90,str,,,,,,
b08524,83,b08524040,b08524040,str,,,,,,
b08524,84,b08524040_m90,b08524040_m90,str,,,,,,
b08524,85,b08524041,b08524041,str,,,,,,
b08524,86,b08524041_m90,b08524041_m90,str,,,,,,
b08524,87,b08524042,b08524042,str,,,,,,
b08524,88,b08524042_m90,b08524042_m90,str,,,,,,
b08524,89,b08524043,b08524043,str,,,,,,
b08524,90,b08524043_m90,b08524043_m90,str,,,,,,
b08524,91,b08524044,b08524044,str,,,,,,
b08524,92,b08524044_m90,b08524044_m90,str,,,,,,
b08524,93,b08524045,b08524045,str,,,,,,
b08524,94,b08524045_m90,b08524045_m90,str,,,,,,
b08524,95,b08524046,b08524046,str,,,,,,
b08524,96,b08524046_m90,b08524046_m90,str,,,,,,
b08524,97,b08524047,b08524047,str,,,,,,
b08524,98,b08524047_m90,b08524047_m90,str,,,,,,
b08524,99,b08524048,b08524048,str,,,,,,
b08524,100,b08524048_m90,b08524048_m90,str,,,,,,
b08524,101,b08524049,b08524049,str,,,,,,
b08524,102,b08524049_m90,b08524049_m90,str,,,,,,
b08524,103,b08524050,b08524050,str,,,,,,
b08524,104,b08524050_m90,b08524050_m90,str,,,,,,
b08524,105,b08524051,b08524051,str,,,,,,
b08524,106,b08524051_m90,b08524051_m90,str,,,,,,
b08524,107,b08524052,b08524052,str,,,,,,
b08524,108,b08524052_m90,b08524052_m90,str,,,,,,
b08524,109,b08524053,b08524053,str,,,,,,
b08524,110,b08524053_m90,b08524053_m90,str,,,,,,
b08524,111,b08524054,b08524054,str,,,,,,
b08524,112,b08524054_m90,b08524054_m90,str,,,,,,
b08524,113,b08524055,b08524055,str,,,,,,
b08524,114,b08524055_m90,b08524055_m90,str,,,,,,
b08524,115,b08524056,b08524056,str,,,,,,
b08524,116,b08524056_m90,b08524056_m90,str,,,,,,
b08526,1,stusab,stusab,str,,,,,,
b08526,2,chariter,chariter,int,,,,,,
b08526,3,sequence,sequence,int,,,,,,
b08526,4,logrecno,logrecno,int,,,,,,
b08526,5,b08526001,b08526001,str,,,,,,
b08526,6,b08526001_m90,b08526001_m90,str,,,,,,
b08526,7,b08526002,b08526002,str,,,,,,
b08526,8,b08526002_m90,b08526002_m90,str,,,,,,
b08526,9,b08526003,b08526003,str,,,,,,
b08526,10,b08526003_m90,b08526003_m90,str,,,,,,
b08526,11,b08526004,b08526004,str,,,,,,
b08526,12,b08526004_m90,b08526004_m90,str,,,,,,
b08526,13,b08526005,b08526005,str,,,,,,
b08526,14,b08526005_m90,b08526005_m90,str,,,,,,
b08526,15,b08526006,b08526006,str,,,,,,
b08526,16,b08526006_m90,b08526006_m90,str,,,,,,
b08526,17,b08526007,b08526007,str,,,,,,
b08526,18,b08526007_m90,b08526007_m90,str,,,,,,
b08526,19,b08526008,b08526008,str,,,,,,
b08526,20,b08526008_m90,b08526008_m90,str,,,,,,
b08526,21,b08526009,b08526009,str,,,,,,
b08526,22,b08526009_m90,b08526009_m90,str,,,,,,
b08526,23,b08526010,b08526010,str,,,,,,
b08526,24,b08526010_m90,b08526010_m90,str,,,,,,
b08526,25,b08526011,b08526011,str,,,,,,
b08526,26,b08526011_m90,b08526011_m90,str,,,,,,
b08526,27,b08526012,b08526012,str,,,,,,
b08526,28,b08526012_m90,b08526012_m90,str,,,,,,
b08526,29,b08526013,b08526013,str,,,,,,
b08526,30,b08526013_m90,b08526013_m90,str,,,,,,
b08526,31,b08526014,b08526014,str,,,,,,
b08526,32,b08526014_m90,b08526014_m90,str,,,,,,
b08526,33,b08526015,b08526015,str,,,,,,
b08526,34,b08526015_m90,b08526015_m90,str,,,,,,
b08526,35,b08526016,b08526016,str,,,,,,
b08526,36,b08526016_m90,b08526016_m90,str,,,,,,
b08526,37,b08526017,b08526017,str,,,,,,
b08526,38,b08526017_m90,b08526017_m90,str,,,,,,
b08526,39,b08526018,b08526018,str,,,,,,
b08526,40,b08526018_m90,b08526018_m90,str,,,,,,
b08526,41,b08526019,b08526019,str,,,,,,
b08526,42,b08526019_m90,b08526019_m90,str,,,,,,
b08526,43,b08526020,b08526020,str,,,,,,
b08526,44,b08526020_m90,b08526020_m90,str,,,,,,
b08526,45,b08526021,b08526021,str,,,,,,
b08526,46,b08526021_m90,b08526021_m90,str,,,,,,
b08526,47,b08526022,b08526022,str,,,,,,
b08526,48,b08526022_m90,b08526022_m90,str,,,,,,
b08526,49,b08526023,b08526023,str,,,,,,
b08526,50,b08526023_m90,b08526023_m90,str,,,,,,
b08526,51,b08526024,b08526024,str,,,,,,
b08526,52,b08526024_m90,b08526024_m90,str,,,,,,
b08526,53,b08526025,b08526025,str,,,,,,
b08526,54,b08526025_m90,b08526025_m90,str,,,,,,
b08526,55,b08526026,b08526026,str,,,,,,
b08526,56,b08526026_m90,b08526026_m90,str,,,,,,
b08526,57,b08526027,b08526027,str,,,,,,
b08526,58,b08526027_m90,b08526027_m90,str,,,,,,
b08526,59,b08526028,b08526028,str,,,,,,
b08526,60,b08526028_m90,b08526028_m90,str,,,,,,
b08526,61,b08526029,b08526029,str,,,,,,
b08526,62,b08526029_m90,b08526029_m90,str,,,,,,
b08526,63,b08526030,b08526030,str,,,,,,
b08526,64,b08526030_m90,b08526030_m90,str,,,,,,
b08526,65,b08526031,b08526031,str,,,,,,
b08526,66,b08526031_m90,b08526031_m90,str,,,,,,
b08526,67,b08526032,b08526032,str,,,,,,
b08526,68,b08526032_m90,b08526032_m90,str,,,,,,
b08526,69,b08526033,b08526033,str,,,,,,
b08526,70,b08526033_m90,b08526033_m90,str,,,,,,
b08526,71,b08526034,b08526034,str,,,,,,
b08526,72,b08526034_m90,b08526034_m90,str,,,,,,
b08526,73,b08526035,b08526035,str,,,,,,
b08526,74,b08526035_m90,b08526035_m90,str,,,,,,
b08526,75,b08526036,b08526036,str,,,,,,
b08526,76,b08526036_m90,b08526036_m90,str,,,,,,
b08526,77,b08526037,b08526037,str,,,,,,
b08526,78,b08526037_m90,b08526037_m90,str,,,,,,
b08526,79,b08526038,b08526038,str,,,,,,
b08526,80,b08526038_m90,b08526038_m90,str,,,,,,
b08526,81,b08526039,b08526039,str,,,,,,
b08526,82,b08526039_m90,b08526039_m90,str,,,,,,
b08526,83,b08526040,b08526040,str,,,,,,
b08526,84,b08526040_m90,b08526040_m90,str,,,,,,
b08526,85,b08526041,b08526041,str,,,,,,
b08526,86,b08526041_m90,b08526041_m90,str,,,,,,
b08526,87,b08526042,b08526042,str,,,,,,
b08526,88,b08526042_m90,b08526042_m90,str,,,,,,
b08526,89,b08526043,b08526043,str,,,,,,
b08526,90,b08526043_m90,b08526043_m90,str,,,,,,
b08526,91,b08526044,b08526044,str,,,,,,
b08526,92,b08526044_m90,b08526044_m90,str,,,,,,
b08526,93,b08526045,b08526045,str,,,,,,
b08526,94,b08526045_m90,b08526045_m90,str,,,,,,
b08526,95,b08526046,b08526046,str,,,,,,
b08526,96,b08526046_m90,b08526046_m90,str,,,,,,
b08526,97,b08526047,b08526047,str,,,,,,
b08526,98,b08526047_m90,b08526047_m90,str,,,,,,
b08526,99,b08526048,b08526048,str,,,,,,
b08526,100,b08526048_m90,b08526048_m90,str,,,,,,
b08526,101,b08526049,b08526049,str,,,,,,
b08526,102,b08526049_m90,b08526049_m90,str,,,,,,
b08526,103,b08526050,b08526050,str,,,,,,
b08526,104,b08526050_m90,b08526050_m90,str,,,,,,
b08526,105,b08526051,b08526051,str,,,,,,
b08526,106,b08526051_m90,b08526051_m90,str,,,,,,
b08526,107,b08526052,b08526052,str,,,,,,
b08526,108,b08526052_m90,b08526052_m90,str,,,,,,
b08526,109,b08526053,b08526053,str,,,,,,
b08526,110,b08526053_m90,b08526053_m90,str,,,,,,
b08526,111,b08526054,b08526054,str,,,,,,
b08526,112,b08526054_m90,b08526054_m90,str,,,,,,
b08526,113,b08526055,b08526055,str,,,,,,
b08526,114,b08526055_m90,b08526055_m90,str,,,,,,
b08526,115,b08526056,b08526056,str,,,,,,
b08526,116,b08526056_m90,b08526056_m90,str,,,,,,
b08526,117,b08526057,b08526057,str,,,,,,
b08526,118,b08526057_m90,b08526057_m90,str,,,,,,
b08526,119,b08526058,b08526058,str,,,,,,
b08526,120,b08526058_m90,b08526058_m90,str,,,,,,
b08526,121,b08526059,b08526059,str,,,,,,
b08526,122,b08526059_m90,b08526059_m90,str,,,,,,
b08526,123,b08526060,b08526060,str,,,,,,
b08526,124,b08526060_m90,b08526060_m90,str,,,,,,
b08526,125,b08526061,b08526061,str,,,,,,
b08526,126,b08526061_m90,b08526061_m90,str,,,,,,
b08526,127,b08526062,b08526062,str,,,,,,
b08526,128,b08526062_m90,b08526062_m90,str,,,,,,
b08526,129,b08526063,b08526063,str,,,,,,
b08526,130,b08526063_m90,b08526063_m90,str,,,,,,
b08526,131,b08526064,b08526064,str,,,,,,
b08526,132,b08526064_m90,b08526064_m90,str,,,,,,
b08526,133,b08526065,b08526065,str,,,,,,
b08526,134,b08526065_m90,b08526065_m90,str,,,,,,
b08526,135,b08526066,b08526066,str,,,,,,
b08526,136,b08526066_m90,b08526066_m90,str,,,,,,
b08526,137,b08526067,b08526067,str,,,,,,
b08526,138,b08526067_m90,b08526067_m90,str,,,,,,
b08526,139,b08526068,b08526068,str,,,,,,
b08526,140,b08526068_m90,b08526068_m90,str,,,,,,
b08526,141,b08526069,b08526069,str,,,,,,
b08526,142,b08526069_m90,b08526069_m90,str,,,,,,
b08526,143,b08526070,b08526070,str,,,,,,
b08526,144,b08526070_m90,b08526070_m90,str,,,,,,
b08526,145,b08526071,b08526071,str,,,,,,
b08526,146,b08526071_m90,b08526071_m90,str,,,,,,
b08526,147,b08526072,b08526072,str,,,,,,
b08526,148,b08526072_m90,b08526072_m90,str,,,,,,
b08526,149,b08526073,b08526073,str,,,,,,
